id,name_ja,name_en,image_file_path,category,is_dictionary_visible,series_id,series_ja,series_en,rarity,expansion,hp,phy,int,agi,active_skill_name_ja,active_skill_name_en,active_skill_text_ja,active_skill_text_en,aura_name_ja,aura_text_ja
4124,火車剣,Gunpowder Shuriken,Image/Extensions/4124.png,legacy,true,124,手裏剣,Shuriken,Epic,Legacy,99,0,0,100,火遁・火車打剣,Fire Style:KASYA-DAKEN,HPが最も低い敵に自身のPHYの45 ~ 55%ダメージ / 敵全体のAGIを対象のAGI増加量の45%ダウン,Deal damage to the enemy with the lowest HP equal to 45 ~ 55% of this hero's PHY. / Decrease the AGI of all enemies by 45% of target's AGI increase.,,
4125,銀艶女王マダム・ケロリーヌ,Madame Caroline - the Queen of Glossy Silver ,Image/Extensions/4125.png,legacy,true,125,カエル,Frog,Epic,Legacy,63,79,0,33,銀艶親衛隊,Guardians of the Glossy Silver,自身のPHYを敵全体のINT増加量合計の21 ~ 26%アップ / 敵全体に自身のPHYの30 ~ 35%ダメージ,Increase this hero's PHY by 21 ~ 26% of the total INT increase of all enemies. / Deal damage to all enemies equal to 30 ~ 35% of this hero's PHY.,,
4126,慈愛の氷雪王妃クイーンスノー&ベビー,Queen Snow & Baby - the frozen queen of affection,Image/Extensions/4126.png,legacy,true,126,雪だるま,Snowman,Epic,Legacy,63,0,79,33,慈愛の雪崩,Affectionate avalanche,自身のINTを敵全体のPHY増加量合計の21 ~ 26%アップ / 敵全体に自身のINTの30 ~ 35%ダメージ,Increase this hero's INT by 21 ~ 26% of the total PHY increase of all enemies. / Deal damage to all enemies equal to 30 ~ 35% of this hero's INT.,,
4127,花嫁人形,Bride doll,Image/Extensions/4127.png,legacy,true,127,日本人形,Japanese dolls,Epic,Legacy,99,78,0,22,赤い鹿の子の千代紙衣装,Red deerstalker Chiyogami dress,HPが最も低い味方のチャージを対象のHP減少量の75%アップ / HPが最も低い味方のHPをPHY回復係数の55%回復,Increase the CHARGE of the ally with the lowest HP by 75% of target's HP decrease. / Heal the ally with the lowest HP for 55% of PHY Healing Coefficient.,,
4128,SDNメダル[E],SDN Medal [E],Image/Extensions/4128.png,legacy,true,128,SDNメダル,SDN Medal,Epic,Legacy,66,39,39,33,Epic Stake POWER!,Epic Stake POWER!,先頭の敵に自身のINTの40%ダメージ / 先頭の敵に自身のPHYの40%ダメージ / 自身のチャージを270アップ,Deal damage to the first enemy equal to 40% of this hero's INT. / Deal damage to the first enemy equal to 40% of this hero's PHY. / Increase this hero's CHARGE by 270.,,
4129,ベリーベリーパンケーキ,Very Berry Pancake,Image/Extensions/4129.png,legacy,true,129,パンケーキ,Pancake,Epic,Legacy,96,51,50,0,酸味と甘味の絶妙なハーモニー,A perfect harmony of sourness and sweetness,HPが最も低い味方のHPを回復係数の30 ~ 45%回復 / HPが最も低い味方のHPをPHY回復係数の30 ~ 45%回復,Heal the ally with the lowest HP for 30 ~ 45% of Healing Coefficient. / Heal the ally with the lowest HP for 30 ~ 45% of PHY Healing Coefficient.,CEボーナス 12%,クエスト時、このヒーローの獲得CEが12%アップ
4130,レーザーブラスター,Lazer Blaster,Image/Extensions/4130.png,legacy,true,130,レーザーガン,Raygun,Epic,Legacy,48,0,84,33,連射レーザー,Rapid-fire laser,INTが最も低い敵に40ダメージ / INTが最も低い敵に自身のINTの55%ダメージ / 自身のPHYを自身のINTの70%アップ / INTが最も低い敵に{successRate}%の確率で気絶を付与 / 自身のPHYを自身のINTの65%ダウン,Deal 40 damage to the enemy with the lowest INT. / Deal damage to the enemy with the lowest INT equal to 55% of this hero's INT. / Increase this hero's PHY by 70% of this hero's INT. / {successRate}% chance to inflict Stun on the enemy with the lowest INT. / Decrease this hero's PHY by 65% of this hero's INT.,,
4131,バッタ野武士,Wandering Samurai Grasshopper,Image/Extensions/4131.png,legacy,true,131,バッタ,Grasshopper,Epic,Legacy,24,3,80,42,不撓不屈,Indomitable Spirit,中衛の味方のINTを自身のINTの12%アップ / 敵全体に自身のINTの16%ダメージ、対象が毒なら36%ダメージ / 最後尾の敵に自身のINTの41%ダメージ,Increase the midline ally's INT by 12% of this hero's INT. / Deal damage to all enemies equal to 16% of this hero's INT. 36% if affected by Poison. / Deal damage to the last enemy equal to 41% of this hero's INT.,,
4132,ゴールデンリミュラス,Golden Limulus,Image/Extensions/4132.png,legacy,true,132,リミュラス,Limulus,Epic,Legacy,162,15,21,43,シルルの光,Silurian Beam,敵全体のAGIを対象の最大HPの6 ~ 10%ダウン / 味方全体のAGIを対象の最大HPの6 ~ 10%ダウン / 味方全体のAGIを対象のAGI減少量の41%アップ / 味方全体に{successRate}%の確率でバリアを付与,Decrease the AGI of all enemies by 6 ~ 10% of target's Max HP. / Decrease the AGI of all allies by 6 ~ 10% of target's Max HP. / Increase the AGI of all allies by 41% of target's AGI decrease. / {successRate}% chance to inflict Barrier on all allies.,,
4133,魔薬キラーモス,Magic dust Killer Moth,Image/Extensions/4133.png,legacy,true,133,モス,Moth,Epic,Legacy,63,4,83,25,ココロ、カラダ、みなぎる！！,I got a magic power of the moth,自身のINTを最後尾の味方のPHYの8%アップ / 味方全体のHPを回復係数の17%回復 / 最大HPが最も低い味方のHPを回復係数の27%回復,Increase this hero's INT by 8% of the last ally's PHY. / Heal all allies for 17% of Healing Coefficient. / Heal the ally with the lowest Max HP for 27% of Healing Coefficient.,,
4134,デスストーカー,Deathstalker,Image/Extensions/4134.png,modern,true,134,スコーピオン,Scorpion,Epic,Modern,30,100,3,20,死神の針,Death Stinger,中衛の味方のPHYを自身のPHYの12%アップ / 最後尾の敵に自身のPHYの53%ダメージ / 中衛の敵に{successRate}%の確率で恐怖を付与,Increase the midline ally's PHY by 12% of this hero's PHY. / Deal damage to the last enemy equal to 53% of this hero's PHY. / {successRate}% chance to inflict Fear on the midline enemy.,,
4135,洗脳象蟲（せんのうぞうむし）ナルキッゾウス,Brainwashed Weevil [Narkizous],Image/Extensions/4135.png,legacy,true,135,象蟲,Weevil,Epic,Legacy,159,44,0,36,囚われた心,Captive Heart,自身のAGIを最後尾の味方のPHYの7%アップ / PHYが最も低い敵に自身のPHYの68%ダメージ,Increase this hero's AGI by 7% of the last ally's PHY. / Deal damage to the enemy with the lowest PHY equal to 68% of this hero's PHY.,,
4136,クイーンアネイラ,Queen Aneira,Image/Extensions/4136.png,legacy,true,136,ビートル,Beetle,Epic,Legacy,162,20,19,40,ネッソスの血,Maxwell's Purple Hammer,敵全体に対象のAGI増加量の65%ダメージ / 先頭の敵に65%の確率でデコイを付与,Deal damage to all enemies equal to 65% of target's AGI increase. / 65% chance to inflict Decoy on the first enemy.,,
4137,キラービー,Killer Bee,Image/Extensions/4137.png,legacy,true,137,ハチ,Bee,Epic,Legacy,120,21,0,72,恐怖指数99,VIX 99,先頭の味方のINTを自身のPHYの13%アップ / 自身のAGIを先頭の味方のINTの7%アップ / 敵全体に自身のAGIの12%ダメージ、対象が恐怖なら52%ダメージ,Increase the first ally's INT by 13% of this hero's PHY. / Increase this hero's AGI by 7% of the first ally's INT. / Deal damage to all enemies equal to 12% of this hero's AGI. 52% if affected by Fear.,,
4138,Duke,Duke,Image/Extensions/4138.png,legacy,true,138,Sweet Fluffy and chewy,Sweet Fluffy and chewy,Epic,Legacy,180,69,0,4,To serve and please,To serve and please,自身のPHYを先頭の味方のINTの8%アップ / 中衛の味方のHPをPHY回復係数の100%回復,Increase this hero's PHY by 8% of the first ally's INT. / Heal the midline ally for 100% of PHY Healing Coefficient.,,
4139,深淵艶紫,Dope Deep Purple,Image/Extensions/4139.png,legacy,true,139,蝶々,Butterfly,Epic,Legacy,63,15,18,79,天害蠱毒,Nature Hazard_Butterfly Poison,中衛の味方のAGIを自身のAGIの12%アップ / 先頭の敵に対象の最大HPの17 ~ 37%ダメージ,Increase the midline ally's AGI by 12% of this hero's AGI. / Deal damage to the first enemy equal to 17 ~ 37% of target's Max HP.,,
4140,太陽のオリフラム,Oriflamme of the Sun,Image/Extensions/4140.png,legacy,true,140,オリフラム,Oriflamme,Epic,Legacy,0,39,39,55,黄金の炎,Aurea flamma,自身のINTを自身のPHYの100%アップ / HPが最も低い味方のHPを回復係数の60 ~ 65%回復 / 自身のINTを自身のPHYの95%ダウン / 自身に80%の確率でデコイを付与,Increase this hero's INT by 100% of this hero's PHY. / Heal the ally with the lowest HP for 60 ~ 65% of Healing Coefficient. / Decrease this hero's INT by 95% of this hero's PHY. / 80% chance to inflict Decoy on this hero.,,
4141,武将陣羽織,Warlord's Haori,Image/Extensions/4141.png,legacy,true,141,羽織,Haori,Epic,Legacy,66,72,0,39,戦の矜持,The Pride Of IKUSA,HPが最も低い味方に{successRate}%の確率でバリアを付与 / HPが最も低い敵のチャージを対象のPHYの40 ~ 60%アップ / HPが最も低い敵のチャージを対象のINTの40 ~ 60%アップ / HPが最も低い敵に自身のPHYの55 ~ 80%ダメージ,{successRate}% chance to inflict Barrier on the ally with the lowest HP. / Increase the CHARGE of the enemy with the lowest HP by 40 ~ 60% of target's PHY. / Increase the CHARGE of the enemy with the lowest HP by 40 ~ 60% of target's INT. / Deal damage to the enemy with the lowest HP equal to 55 ~ 80% of this hero's PHY.,,
4142,華やか二段重箱,Gorgeous two-tiered Lacquer boxes,Image/Extensions/4142.png,legacy,true,142,お花見弁当,Cherry blossom viewing Bento,Epic,Legacy,117,0,61,33,春ルンルン,Spring Rundown,味方全体のPHYを自身のINTの8 ~ 12%アップ / 先頭の味方のAGIを自身のINTの12%アップ / 先頭の味方のHPを対象のAGI増加量の100%回復 / 先頭の味方のAGIを与えた回復量の50%ダウン,Increase the PHY of all allies by 8 ~ 12% of this hero's INT. / Increase the first ally's AGI by 12% of this hero's INT. / Heal the first ally for 100% of target's AGI increase. / Decrease the first ally's AGI by 50% of healing dealt by this hero.,,
4143,古代機工三球儀,Ancient Mechanical Triball Orrery,Image/Extensions/4143.png,legacy,true,143,天体模型,Astronomical Model,Epic,Legacy,36,0,88,33,日月星辰,The sun_+_ the moon and the stars,INTが最も低い敵に自身のINTの25 ~ 50%ダメージ、対象が毒なら55 ~ 80%ダメージ / INTが最も低い敵に{successRate}%の確率で毒を付与 / AGIが最も高い敵に{successRate}%の確率で毒を付与,Deal damage to the enemy with the lowest INT equal to 25 ~ 50% of this hero's INT. 55 ~ 80% if affected by Poison. / {successRate}% chance to inflict Poison on the enemy with the lowest INT. / {successRate}% chance to inflict Poison on the enemy with the highest AGI.,,
4145,余市町赤ワイン,Yoichi Red Wine,Image/Extensions/4145.png,legacy,true,145,余市町ワイン,Yoichi Town Wine,Epic,Legacy,51,0,75,41,ヴィニュロン,Vigneron,HPが最も低い敵に自身のINTの55%ダメージ、対象が混乱なら80%ダメージ / HPが最も低い敵に{successRate}%の確率で混乱を付与,Deal damage to the enemy with the lowest HP equal to 55% of this hero's INT. 80% if affected by Confusion. / {successRate}% chance to inflict Confusion on the enemy with the lowest HP.,,
4146,余市町白ワイン,Yoichi White Wine,Image/Extensions/4146.png,legacy,true,146,余市町ワイン,Yoichi Town Wine,Epic,Legacy,51,75,0,41,雪の布団,Blanket of snow,HPが最も低い味方のHPをPHY回復係数の60%回復、対象が混乱なら100%回復 / HPが最も低い味方の混乱を{successRate}%の確率で解除,Heal the ally with the lowest HP for 60% of PHY Healing Coefficient. 100% if affected by Confusion. / {successRate}% chance to remove Confusion from the ally with the lowest HP.,,
4147,天津神の石碑,Stone monument of Amatsukami,Image/Extensions/4147.png,legacy,true,147,シールドシステム,Shield System,Epic,Legacy,132,39,39,11,高天原のとばり,Veil of Takamagahara,HPが最も低い味方のシールドを800に更新 / 味方全体のシールドを対象のPHY/INT/AGI増加量合計の300%に更新、対象がデコイなら420%に更新 / 味方全体のPHYを対象のPHY増加量の90%ダウン / 味方全体のINTを対象のINT増加量の90%ダウン / 味方全体のAGIを対象のAGI増加量の90%ダウン,Set the SHIELD of the ally with the lowest HP to 800 if higher. / Set the SHIELD of all allies to 300% of the total PHY/INT/AGI increase of target if higher. 420% if affected by Decoy. / Decrease the PHY of all allies by 90% of target's PHY increase. / Decrease the INT of all allies by 90% of target's INT increase. / Decrease the AGI of all allies by 90% of target's AGI increase.,,
4148,RYUOU.phy,RYUOU.phy,Image/Extensions/4148.png,legacy,true,148,RYU.phy,RYU.phy,Epic,Legacy,33,100,0,22,RYUアサルト,RYU Assault,敵全体に自身のPHYの35%ダメージ、対象が恐怖なら45%ダメージ,Deal damage to all enemies equal to 35% of this hero's PHY. 45% if affected by Fear.,,
4149,RYUOU.int,RYUOU.int,Image/Extensions/4149.png,legacy,true,149,RYU.int,RYU.int,Epic,Legacy,33,0,100,22,RYUプロミネンス,RYU Prominence,敵全体に自身のINTの35%ダメージ、対象が混乱なら45%ダメージ,Deal damage to all enemies equal to 35% of this hero's INT. 45% if affected by Confusion.,,
4150,魔界の扉,Gate of Abyss,Image/Extensions/4150.png,legacy,true,150,ランタン,Lantern,Epic,Legacy,99,17,72,11,深淵の燈,Abyssal Luminance,最大HPが最も高い敵に自身のPHY/INT/AGI増加量合計の100 ~ 115%ダメージ / 敵全体に自身のINTの18%ダメージ / 自身のPHYを自身のPHY増加量の80%ダウン / 自身のINTを自身のINT増加量の80%ダウン / 自身のAGIを自身のAGI増加量の80%ダウン,Deal damage to the enemy with the highest Max HP equal to 100 ~ 115% of the total PHY/INT/AGI increase of this hero. / Deal damage to all enemies equal to 18% of this hero's INT. / Decrease this hero's PHY by 80% of this hero's PHY increase. / Decrease this hero's INT by 80% of this hero's INT increase. / Decrease this hero's AGI by 80% of this hero's AGI increase.,,
4151,ダブルにゃんバーガー,Double Meow Burger,Image/Extensions/4151.png,legacy,true,151,ハンバーガー,Hamburger,Epic,Legacy,0,57,57,19,二倍楽しむ、猫型バーガー！,Double the Fun with a Cat-Shaped Burger,敵全体に{successRate}%の確率で恐怖を付与 / 味方全体のPHYを対象のPHY減少量の60%アップ / 味方全体のINTを対象のINT減少量の60%アップ / 味方全体のチャージを対象のAGIの50%ダウン,{successRate}% chance to inflict Fear on all enemies. / Increase the PHY of all allies by 60% of target's PHY decrease. / Increase the INT of all allies by 60% of target's INT decrease. / Decrease the CHARGE of all allies by 50% of target's AGI.,,
4152,帝国式機鋼戦棍,Imperial Machine Steel Battle Mace,Image/Extensions/4152.png,legacy,true,152,メイス,Mace,Epic,Legacy,198,61,0,6,迫り立つ処断の唸り,The Growl of Imminent Judgment,最後尾の敵に自身のPHYの60 ~ 70%ダメージ / 敵全体のINTを対象のINT増加量の60 ~ 80%ダウン,Deal damage to the last enemy equal to 60 ~ 70% of this hero's PHY. / Decrease the INT of all enemies by 60 ~ 80% of target's INT increase.,,
4153,自律型パンジャンドラム,Autonomous Panjandrum,Image/Extensions/4153.png,legacy,true,153,パンジャンドラム,Panjandrum,Epic,Legacy,198,0,61,6,ノトーリアス・ウェポン,Notorious Weapon,最後尾の敵に自身のINTの60 ~ 70%ダメージ / 敵全体のPHYを対象のPHY増加量の60 ~ 80%ダウン,Deal damage to the last enemy equal to 60 ~ 70% of this hero's INT. / Decrease the PHY of all enemies by 60 ~ 80% of target's PHY increase.,,
4154,デカ盛りもやしラーメン,Large Portion Bean Sprout Ramen,Image/Extensions/4154.png,legacy,true,154,ラーメン,Ramen,Epic,Legacy,117,0,66,28,分け入っても分け入っても白い山,Going Deeper and Still Deeper - The White Mountains,味方全体のHPを回復係数の26 ~ 36%回復 / 自身のAGIを自身のAGIの20%ダウン / 自身のAGIを与えた回復量の40%アップ,Heal all allies for 26 ~ 36% of Healing Coefficient. / Decrease this hero's AGI by 20% of this hero's AGI. / Increase this hero's AGI by 40% of healing dealt by this hero.,,
4155,スワンクイーン,Swan Queen,Image/Extensions/4155.png,legacy,true,155,スワンボート,Swan boats,Epic,Legacy,147,69,0,15,水紋の女帝,Empress of Water Ripples,INTが最も高い敵のPHYを対象のINT増加量の60%ダウン / INTが最も高い敵に{successRate}%の確率で出血を付与 / INTが最も高い敵に自身のPHYの50 ~ 60%ダメージ,Decrease the PHY of the enemy with the highest INT by 60% of target's INT increase. / {successRate}% chance to inflict Bleed on the enemy with the highest INT. / Deal damage to the enemy with the highest INT equal to 50 ~ 60% of this hero's PHY.,,
4156,終末の羅針盤,Compass of the Apocalypse,Image/Extensions/4156.png,legacy,true,156,コンパス,Compass,Epic,Legacy,147,0,76,8,終焉を告げる針,Needle Signaling the End,PHYが最も高い敵のINTを対象のPHY増加量の60%ダウン / PHYが最も高い敵に{successRate}%の確率で睡眠を付与 / PHYが最も高い敵に自身のINTの50 ~ 60%ダメージ,Decrease the INT of the enemy with the highest PHY by 60% of target's PHY increase. / {successRate}% chance to inflict Sleep on the enemy with the highest PHY. / Deal damage to the enemy with the highest PHY equal to 50 ~ 60% of this hero's INT.,,
4157,七つの海寿司,Seven Seas Sushi,Image/Extensions/4157.png,legacy,true,157,お寿司,Sushi,Epic,Legacy,135,45,0,43,特盛・海の幸,特盛・海の幸,自身のPHYを対象のPHY増加量の100%ダウン / HPが最も低い味方のINTを対象のINT増加量の100%ダウン / 味方全体のAGIを対象のAGI増加量の50 ~ 70%ダウン / HPが最も低い味方のHPをPHY回復係数の130 ~ 135%回復,Decrease this hero's PHY by 100% of target's PHY increase. / Decrease the INT of the ally with the lowest HP by 100% of target's INT increase. / Decrease the AGI of all allies by 50 ~ 70% of target's AGI increase. / Heal the ally with the lowest HP for 130 ~ 135% of PHY Healing Coefficient.,,
4158,コキュートススタッフ,Cocytus Staff,Image/Extensions/4158.png,legacy,true,158,サイバースタッフ,Cyber Staff,Epic,Legacy,0,58,57,18,マジックトランスフューザー,Magic Transfuser,自身のINTを自身のPHYの100%アップ / HPが最も低い敵に自身のINTの65 ~ 70%ダメージ / 自身のINTを自身のPHYの95%ダウン,Increase this hero's INT by 100% of this hero's PHY. / Deal damage to the enemy with the lowest HP equal to 65 ~ 70% of this hero's INT. / Decrease this hero's INT by 95% of this hero's PHY.,,
4159,帝国式林檎型電脳心臓 APC1984,Imperial Apple-Type Cyber Heart APC1984,Image/Extensions/4159.png,legacy,true,159,りんご,Apple,Epic,Legacy,51,84,0,32,ハード・ハート,Hard-Heart,PHYが最も低い敵に自身のPHYの55 ~ 60%ダメージ / 自身のINTを自身のPHYの85%アップ / PHYが最も低い敵に{successRate}%の確率で混乱を付与 / 自身のINTを自身のPHYの85%ダウン,Deal damage to the enemy with the lowest PHY equal to 55 ~ 60% of this hero's PHY. / Increase this hero's INT by 85% of this hero's PHY. / {successRate}% chance to inflict Confusion on the enemy with the lowest PHY. / Decrease this hero's INT by 85% of this hero's PHY.,,
4160,月明かりのハンギングアクアリウム,Moonlit Hanging Aquarium,Image/Extensions/4160.png,legacy,true,160,アクアリウム,Aquarium,Epic,Legacy,291,0,0,36,月影の波動,Moonlit Wave,中衛の敵に対象のHP減少量の80 ~ 110%ダメージ / 中衛の敵に{successRate}%の確率で衰弱を付与 / 中衛の敵に100%の確率でデコイを付与 / 自身のチャージを自身のHP減少量の25 ~ 50%アップ,Deal damage to the midline enemy equal to 80 ~ 110% of target's HP decrease. / {successRate}% chance to inflict Prostration on the midline enemy. / 100% chance to inflict Decoy on the midline enemy. / Increase this hero's CHARGE by 25 ~ 50% of this hero's HP decrease.,,
4161,ステュクス,Styx,Image/Extensions/4161.png,legacy,true,161,サイバーソード,Cyber Sword,Epic,Legacy,39,60,60,0,冥界の大河,Great River of the Underworld,自身のPHYを自身のHP減少量の55%ダウン / 自身のINTを自身のHP減少量の55%ダウン / 最後尾の敵に自身のPHY/INT/AGI減少量合計の40 ~ 50%ダメージ / 自身のPHYを自身のPHY減少量の80%アップ / 自身のINTを自身のINT減少量の80%アップ,Decrease this hero's PHY by 55% of this hero's HP decrease. / Decrease this hero's INT by 55% of this hero's HP decrease. / Deal damage to the last enemy equal to 40 ~ 50% of the total PHY/INT/AGI decrease of this hero. / Increase this hero's PHY by 80% of this hero's PHY decrease. / Increase this hero's INT by 80% of this hero's INT decrease.,,
4162,マンドラゴラ賢者,Mandragora Sage,Image/Extensions/4162.png,legacy,true,162,マンドラゴラ,Mandragora,Epic,Legacy,399,0,0,0,呪術の叡智,Cursed Wisdom,AGIが最も高い敵に{successRate}%の確率で呪いを付与 / AGIが最も高い敵のAGIを対象のAGI増加量の80%ダウン / AGIが最も高い敵に対象のAGIの55 ~ 65%ダメージ、対象が呪いなら95 ~ 105%ダメージ / 自身に{successRate}%の確率で呪いを付与,{successRate}% chance to inflict Curse on the enemy with the highest AGI. / Decrease the AGI of the enemy with the highest AGI by 80% of target's AGI increase. / Deal damage to the enemy with the highest AGI equal to 55 ~ 65% of target's AGI. 95 ~ 105% if affected by Curse. / {successRate}% chance to inflict Curse on this hero.,,
4163,エント盆栽,Ent Bonsai,Image/Extensions/4163.png,legacy,true,163,盆栽,Bonsai,Epic,Legacy,36,33,33,55,エントの庭園,Ent's Garden,味方全体のHPを回復係数の13 ~ 17%回復 / 味方全体のHPをPHY回復係数の13 ~ 17%回復 / 自身のPHYを与えた回復量の30%アップ / 自身のINTを与えた回復量の30%アップ,Heal all allies for 13 ~ 17% of Healing Coefficient. / Heal all allies for 13 ~ 17% of PHY Healing Coefficient. / Increase this hero's PHY by 30% of healing dealt by this hero. / Increase this hero's INT by 30% of healing dealt by this hero.,,
4164,宝石獣のメリケンサック,Knuckle Duster of Gem Beast,Image/Extensions/4164.png,legacy,true,164,メリケンサック,Knuckle Duster,Epic,Legacy,69,88,0,22,虹彩獣影,Prismatic Beast Shadow,最後尾の敵に自身のPHYの65 ~ 75%ダメージ,Deal damage to the last enemy equal to 65 ~ 75% of this hero's PHY.,,
4165,ハープを弾く貴婦人,The Harpist Duchess,Image/Extensions/4165.png,legacy,true,165,オルゴール,Music Box,Epic,Legacy,69,0,88,22,リーガルハープ・ラプソディ,Regal Harp Rhapsody,最後尾の敵に自身のINTの65 ~ 75%ダメージ,Deal damage to the last enemy equal to 65 ~ 75% of this hero's INT.,,
4166,レーヴァテイン[PK Alterna],Laevateinn[PK Alterna],Image/Extensions/4166.png,legacy,true,166,ファンキルオルタナ,PotK Alterna,Epic,Legacy,117,94,0,0,大切な仲間だし！,My Dear Friend,自身のPHYを自身のPHYの30%アップ / PHYが最も高い敵に自身のPHYの40 ~ 45%ダメージ / 自身のHPを与えたダメージの25%回復 / 敵全体に与えたダメージの25%ダメージ / 自身のPHYを自身のPHYの25%ダウン,Increase this hero's PHY by 30% of this hero's PHY. / Deal damage to the enemy with the highest PHY equal to 40 ~ 45% of this hero's PHY. / Heal this hero for 25% of damage dealt. / Deal damage to all enemies equal to 25% of damage dealt. / Decrease this hero's PHY by 25% of this hero's PHY.,,
4167,アルマス[PK Alterna],Almace[PK Alterna],Image/Extensions/4167.png,legacy,true,167,ファンキルオルタナ,PotK Alterna,Epic,Legacy,12,63,62,4,絶対解放戦線,Absolute Liberation Front,敵全体に自身のPHYの25 ~ 35%ダメージ / 敵全体に自身のINTの25 ~ 35%ダメージ / 敵全体に自身のPHY増加量の20%ダメージ / 敵全体に自身のINT増加量の20%ダメージ,Deal damage to all enemies equal to 25 ~ 35% of this hero's PHY. / Deal damage to all enemies equal to 25 ~ 35% of this hero's INT. / Deal damage to all enemies equal to 20% of this hero's PHY increase. / Deal damage to all enemies equal to 20% of this hero's INT increase.,,
4168,フェイルノート[PK Alterna],Failnaught[PK Alterna],Image/Extensions/4168.png,legacy,true,168,ファンキルオルタナ,PotK Alterna,Epic,Legacy,135,0,0,88,誓約されし明星の魔弓,Bow of Promised Dawn,自身のINTを自身のAGIの25%アップ / 敵全体に自身のINTの25 ~ 40%ダメージ / HPが最も高い敵に与えたダメージの20%ダメージ / 自身のINTを自身のAGIの25%ダウン,Increase this hero's INT by 25% of this hero's AGI. / Deal damage to all enemies equal to 25 ~ 40% of this hero's INT. / Deal damage to the enemy with the highest HP equal to 20% of damage dealt. / Decrease this hero's INT by 25% of this hero's AGI.,,
4169,シーサーペントの尾ビレ標本,Sea Serpent Tail Fin Specimen,Image/Extensions/4169.png,legacy,true,169,液浸標本,Wet Specimen,Epic,Legacy,51,0,94,22,深海の渦潮思念,Abyssal Maelstrom Projection,敵全体に自身のINTの30 ~ 35%ダメージ / HPが最も高い敵に与えたダメージの55%ダメージ,Deal damage to all enemies equal to 30 ~ 35% of this hero's INT. / Deal damage to the enemy with the highest HP equal to 55% of damage dealt.,,
4170,マッサージチェア,Massage Chair,Image/Extensions/4170.png,legacy,true,170,椅子,Chair,Epic,Legacy,81,70,0,36,心もくつろげる,Rest body and soul,自身のPHYを自身のPHYの25%アップ / HPが最も低い味方のHPをPHY回復係数の105 ~ 125%回復 / 自身に{successRate}%の確率で気絶を付与,Increase this hero's PHY by 25% of this hero's PHY. / Heal the ally with the lowest HP for 105 ~ 125% of PHY Healing Coefficient. / {successRate}% chance to inflict Stun on this hero.,,
4171,ワイヤーカッター,Wire Cutters,Image/Extensions/4171.png,modern,true,171,鋏,Scissors,Epic,Modern,108,88,0,9,シンクロニティ・スニップ,Synchronicity Snip,敵全体に自身のPHYの{minRate} ~ {maxRate}%ダメージ[インバース(4)] / 自身のPHYを自身のPHYの{minRate}%アップ[インバース(2)],Deal damage to all enemies equal to {minRate} ~ {maxRate}% of this hero's PHY.[Inverse(4)] / Increase this hero's PHY by {minRate}% of this hero's PHY.[Inverse(2)],,
4172,ワニ革財布,Crocodile Leather Wallet,Image/Extensions/4172.png,modern,true,172,財布,Wallet,Epic,Modern,0,33,33,67,みかじめ料,Protection Money,敵全体に{successRate}%の確率でバインドを付与 / AGIが最も低い敵に自身のAGIの15 ~ 20%ダメージ / 自身のチャージを敵全体のHP合計の70 ~ 90%アップ / 自身のチャージを与えたダメージの2000%ダウン,{successRate}% chance to inflict Bind on all enemies. / Deal damage to the enemy with the lowest AGI equal to 15 ~ 20% of this hero's AGI. / Increase this hero's CHARGE by 70 ~ 90% of the total HP of all enemies. / Decrease this hero's CHARGE by 2000% of damage dealt.,,
4173,黒蜘蛛のタリスマン,Black Spider Talisman,Image/Extensions/4173.png,modern,true,173,タリスマン,Talisman,Epic,Modern,0,0,97,36,幻影蜘蛛,Phantom Spider,最後尾の敵に自身のINTの30%ダメージ、対象が気絶なら80%ダメージ / 最後尾の敵に自身のINTの25%ダメージ、対象が呪いなら85%ダメージ,Deal damage to the last enemy equal to 30% of this hero's INT. 80% if affected by Stun. / Deal damage to the last enemy equal to 25% of this hero's INT. 85% if affected by Curse.,,
4174,ムーンライトセット,Moonlight Set,Image/Extensions/4174.png,modern,true,174,魔法少女ステッキ&ブローチ,Magical girl's Stick & Brooch,Epic,Modern,108,0,61,36,ルナー・レストレーション,Lunar Restoration,味方全体の全ての状態異常を{successRate}%の確率で解除[インバース(15)] / 敵全体の全ての状態異常を{successRate}%の確率で解除 / HPが最も低い味方のHPを回復係数の15 ~ 20%回復 / 味方全体のHPを回復係数の{minRate} ~ {maxRate}%回復[インバース(4)],{successRate}% chance to remove all status effects from all allies.[Inverse(15)] / {successRate}% chance to remove all status effects from all enemies. / Heal the ally with the lowest HP for 15 ~ 20% of Healing Coefficient. / Heal all allies for {minRate} ~ {maxRate}% of Healing Coefficient.[Inverse(4)],,
4175,魔獣の大角,Demon Beast's Great Horn,Image/Extensions/4175.png,modern,true,175,ツノ,Beast Horn,Epic,Modern,99,45,45,10,魔獣の妖気,Demonic Beast's Malice,味方全体のPHYを対象のPHY減少量の50%アップ / 味方全体のINTを対象のINT減少量の50%アップ / 味方全体のPHYを自身のINTの10 ~ 18%アップ / 味方全体のINTを自身のPHYの10 ~ 17%アップ,Increase the PHY of all allies by 50% of target's PHY decrease. / Increase the INT of all allies by 50% of target's INT decrease. / Increase the PHY of all allies by 10 ~ 18% of this hero's INT. / Increase the INT of all allies by 10 ~ 17% of this hero's PHY.,,
